ID,Data,Departamento,Categoria,Tipo_Transacao,Valor,Fornecedor,Status,Descricao,Mes,Ano,Trimestre,Responsavel,Centro_Custo,Prioridade,Valor_Acumulado,Media_Mensal_Dept,Dia_Semana,Semana_Ano,Dias_Desde_Hoje,Faixa_Valor,Percentil_Valor,Dept_count,Dept_sum,Dept_mean,Dept_std,Dept_min,Dept_max,Ranking_Valor
TXN0782,2025-05-04,Tecnologia da Informação,Material de Escritório,Despesa,13366.55,Gamma Tecnologia,Rejeitado,Transação 782 - Consultoria,5,2025,Q2,Funcionário 28,CC9407,Baixa,1445239.3,11803.27714285714,Sunday,18,97,Alto,0.654,119,1688055.08,14185.34,13089.13,104.28,47957.4,347.0
TXN0783,2024-08-08,Saúde,Serviços,Despesa,31264.97,Theta Sistemas,Rejeitado,Transação 783 - Consultoria,8,2024,Q3,Funcionário 22,CC5768,Média,1009487.93,9161.131428571429,Thursday,32,366,Muito Alto,0.849,89,1288783.81,14480.72,12901.72,163.99,49438.54,152.0
TXN0784,2023-08-16,Tecnologia da Informação,Material de Escritório,Despesa,8837.95,Iota Materiais,Aprovado,Transação 784 - Alimentação,8,2023,Q3,Funcionário 23,CC4201,Alta,1454077.25,13303.03166666667,Wednesday,33,724,Alto,0.419,119,1688055.08,14185.34,13089.13,104.28,47957.4,582.0
TXN0785,2025-05-24,Jurídico,Manutenção,Transferência,11800.43,Theta Sistemas,Em Análise,Transação 785 - Consultoria,5,2025,Q2,Funcionário 45,CC6425,Baixa,1017814.41,16725.45,Saturday,21,77,Alto,0.578,87,1277333.07,14681.99,13824.88,897.98,49781.72,423.0
TXN0786,2025-03-09,Comunicação,Combustível,Despesa,32724.64,Beta Serviços SA,Em Análise,Transação 786 - Material de Escritório,3,2025,Q1,Funcionário 32,CC4594,Alta,1354841.68,17115.49818181818,Sunday,10,153,Muito Alto,0.858,123,1947218.55,15831.05,12704.44,201.77,47767.92,143.0
TXN0787,2025-05-23,Infraestrutura,Consultoria,Despesa,10428.99,Delta Suprimentos,Em Análise,Transação 787 - Combustível,5,2025,Q2,Funcionário 48,CC7158,Alta,1058531.2,11567.41555555556,Friday,21,78,Alto,0.506,96,1303588.45,13579.05,12247.72,114.92,47613.09,495.0
TXN0788,2024-09-20,Recursos Humanos,Combustível,Despesa,12408.66,Beta Serviços SA,Rejeitado,Transação 788 - Material de Escritório,9,2024,Q3,Funcionário 36,CC2887,Alta,1103691.09,19176.62777777778,Friday,38,323,Alto,0.614,89,1279819.63,14380.0,11595.07,161.24,45740.14,387.0
TXN0789,2024-05-31,Educação,Combustível,Despesa,13748.16,Empresa Alpha Ltda,Pendente,Transação 789 - Manutenção,5,2024,Q2,Funcionário 19,CC3853,Alta,1414694.12,23040.83428571429,Friday,22,435,Alto,0.674,115,1603181.3,13940.71,12800.29,373.99,47535.6,327.0
TXN0790,2024-05-02,Saúde,Manutenção,Despesa,2696.84,Delta Suprimentos,Aprovado,Transação 790 - Serviços,5,2024,Q2,Funcionário 17,CC2657,Alta,1012184.77,6410.4075,Thursday,18,464,Médio,0.12,89,1288783.81,14480.72,12901.72,163.99,49438.54,881.0
TXN0791,2025-07-01,Financeiro,Combustível,Despesa,5745.95,Epsilon Consultoria,Em Análise,Transação 791 - Manutenção,7,2025,Q3,Funcionário 24,CC7100,Baixa,1259122.17,19282.749,Tuesday,27,39,Alto,0.267,104,1679350.5,16147.6,14099.56,178.83,49816.73,734.0
TXN0792,2024-01-30,Educação,Alimentação,Transferência,14658.82,Beta Serviços SA,Aprovado,Transação 792 - Serviços,1,2024,Q1,Funcionário 9,CC4107,Alta,1429352.94,11694.29428571429,Tuesday,5,557,Alto,0.721,115,1603181.3,13940.71,12800.29,373.99,47535.6,280.0
TXN0793,2025-02-03,Jurídico,Consultoria,Receita,36245.93,Delta Suprimentos,Aprovado,Transação 793 - Consultoria,2,2025,Q1,Funcionário 38,CC4098,Baixa,1054060.34,14416.92,Monday,6,187,Muito Alto,0.899,87,1277333.07,14681.99,13824.88,897.98,49781.72,102.0
TXN0794,2024-06-04,Recursos Humanos,Capacitação,Despesa,4982.44,Iota Materiais,Em Análise,Transação 794 - Manutenção,6,2024,Q2,Funcionário 47,CC2333,Média,1108673.53,13560.84666666667,Tuesday,23,431,Médio,0.224,89,1279819.63,14380.0,11595.07,161.24,45740.14,777.0
TXN0795,2025-06-17,Saúde,Alimentação,Transferência,1066.61,Iota Materiais,Rejeitado,Transação 795 - Limpeza,6,2025,Q2,Funcionário 34,CC8606,Alta,1013251.38,14332.16333333333,Tuesday,25,53,Médio,0.039,89,1288783.81,14480.72,12901.72,163.99,49438.54,962.0
TXN0796,2024-07-02,Infraestrutura,Limpeza,Receita,5670.79,Epsilon Consultoria,Em Análise,Transação 796 - Consultoria,7,2024,Q3,Funcionário 42,CC1599,Alta,1064201.99,17529.97636363636,Tuesday,27,403,Alto,0.262,96,1303588.45,13579.05,12247.72,114.92,47613.09,739.0
TXN0797,2024-03-19,Compras e Licitações,Alimentação,Despesa,6835.99,Epsilon Consultoria,Em Análise,Transação 797 - Alimentação,3,2024,Q1,Funcionário 37,CC3575,Média,718635.92,16758.34307692308,Tuesday,12,508,Alto,0.321,76,955762.48,12575.82,12567.06,172.0,46186.52,680.0
TXN0798,2024-04-24,Financeiro,Capacitação,Receita,1362.91,Iota Materiais,Rejeitado,Transação 798 - Manutenção,4,2024,Q2,Funcionário 38,CC1674,Média,1260485.08,10657.52916666667,Wednesday,17,472,Médio,0.052,104,1679350.5,16147.6,14099.56,178.83,49816.73,949.0
TXN0799,2025-01-13,Infraestrutura,Limpeza,Receita,5111.97,Eta Manutenção,Rejeitado,Transação 799 - Limpeza,1,2025,Q1,Funcionário 21,CC5473,Média,1069313.96,18858.18,Monday,3,208,Alto,0.232,96,1303588.45,13579.05,12247.72,114.92,47613.09,769.0
TXN0800,2023-09-02,Planejamento,Equipamentos,Receita,6681.16,Beta Serviços SA,Rejeitado,Transação 800 - Segurança,9,2023,Q3,Funcionário 33,CC9956,Baixa,1183814.76,11705.88181818182,Saturday,35,707,Alto,0.308,102,1404744.54,13772.01,11714.36,472.66,45425.11,693.0
TXN0801,2023-10-27,Financeiro,Equipamentos,Despesa,46697.27,Zeta Equipamentos,Aprovado,Transação 801 - Segurança,10,2023,Q4,Funcionário 13,CC6468,Alta,1307182.35,20666.77125,Friday,43,652,Muito Alto,0.979,104,1679350.5,16147.6,14099.56,178.83,49816.73,22.0
TXN0802,2025-06-29,Planejamento,Manutenção,Transferência,16251.06,Kappa Serviços,Pendente,Transação 802 - Segurança,6,2025,Q2,Funcionário 17,CC1139,Média,1200065.82,12790.12076923077,Sunday,26,41,Muito Alto,0.743,102,1404744.54,13772.01,11714.36,472.66,45425.11,258.0
TXN0803,2024-05-22,Comunicação,Alimentação,Transferência,40240.77,Empresa Alpha Ltda,Em Análise,Transação 803 - Segurança,5,2024,Q2,Funcionário 49,CC3445,Média,1395082.45,21250.69777777778,Wednesday,21,444,Muito Alto,0.925,123,1947218.55,15831.05,12704.44,201.77,47767.92,76.0
TXN0804,2024-03-28,Compras e Licitações,Limpeza,Despesa,10877.7,Iota Materiais,Em Análise,Transação 804 - Limpeza,3,2024,Q1,Funcionário 22,CC2406,Média,729513.62,16758.34307692308,Thursday,13,499,Alto,0.528,76,955762.48,12575.82,12567.06,172.0,46186.52,473.0
TXN0805,2024-02-16,Comunicação,Manutenção,Receita,39655.9,Theta Sistemas,Aprovado,Transação 805 - Combustível,2,2024,Q1,Funcionário 9,CC3102,Média,1434738.35,12107.39285714286,Friday,7,540,Muito Alto,0.918,123,1947218.55,15831.05,12704.44,201.77,47767.92,83.0
TXN0806,2023-08-17,Jurídico,Combustível,Despesa,41468.06,Eta Manutenção,Em Análise,Transação 806 - Alimentação,8,2023,Q3,Funcionário 49,CC9808,Média,1095528.4,16217.377,Thursday,33,723,Muito Alto,0.935,87,1277333.07,14681.99,13824.88,897.98,49781.72,66.0
TXN0807,2024-07-06,Recursos Humanos,Serviços,Despesa,446.27,Zeta Equipamentos,Em Análise,Transação 807 - Alimentação,7,2024,Q3,Funcionário 14,CC7400,Alta,1109119.8,16407.82818181818,Saturday,27,399,Baixo,0.017,89,1279819.63,14380.0,11595.07,161.24,45740.14,984.0
TXN0808,2025-02-05,Financeiro,Combustível,Transferência,13475.24,Theta Sistemas,Rejeitado,Transação 808 - Equipamentos,2,2025,Q1,Funcionário 11,CC2709,Baixa,1320657.59,17168.36125,Wednesday,6,185,Alto,0.661,104,1679350.5,16147.6,14099.56,178.83,49816.73,340.0
TXN0809,2025-02-24,Educação,Limpeza,Despesa,577.68,Gamma Tecnologia,Pendente,Transação 809 - Equipamentos,2,2025,Q1,Funcionário 25,CC5650,Alta,1429930.62,18264.5,Monday,9,166,Baixo,0.022,115,1603181.3,13940.71,12800.29,373.99,47535.6,979.0
TXN0810,2024-04-02,Financeiro,Limpeza,Despesa,34680.65,Zeta Equipamentos,Aprovado,Transação 810 - Serviços,4,2024,Q2,Funcionário 21,CC7731,Média,1355338.24,10657.52916666667,Tuesday,14,494,Muito Alto,0.877,104,1679350.5,16147.6,14099.56,178.83,49816.73,124.0
TXN0811,2024-01-15,Comunicação,Limpeza,Transferência,2024.15,Beta Serviços SA,Em Análise,Transação 811 - Manutenção,1,2024,Q1,Funcionário 9,CC4369,Média,1436762.5,10933.28928571429,Monday,3,572,Médio,0.087,123,1947218.55,15831.05,12704.44,201.77,47767.92,914.0
TXN0812,2024-10-23,Tecnologia da Informação,Consultoria,Transferência,10005.41,Epsilon Consultoria,Pendente,Transação 812 - Segurança,10,2024,Q4,Funcionário 46,CC8519,Média,1464082.66,15083.4425,Wednesday,43,290,Alto,0.47,119,1688055.08,14185.34,13089.13,104.28,47957.4,531.0
TXN0813,2024-03-01,Infraestrutura,Equipamentos,Receita,14867.17,Kappa Serviços,Pendente,Transação 813 - Segurança,3,2024,Q1,Funcionário 22,CC9043,Média,1084181.13,12941.95571428571,Friday,9,526,Alto,0.733,96,1303588.45,13579.05,12247.72,114.92,47613.09,268.0
TXN0814,2024-11-23,Financeiro,Capacitação,Transferência,682.36,Theta Sistemas,Rejeitado,Transação 814 - Capacitação,11,2024,Q4,Funcionário 26,CC3869,Média,1356020.6,14880.26454545455,Saturday,47,259,Baixo,0.026,104,1679350.5,16147.6,14099.56,178.83,49816.73,975.0
TXN0815,2024-04-19,Comunicação,Limpeza,Receita,13509.47,Gamma Tecnologia,Aprovado,Transação 815 - Alimentação,4,2024,Q2,Funcionário 45,CC1715,Alta,1450271.97,14636.86083333333,Friday,16,477,Alto,0.664,123,1947218.55,15831.05,12704.44,201.77,47767.92,337.0
TXN0816,2024-01-16,Saúde,Capacitação,Transferência,44715.01,Beta Serviços SA,Pendente,Transação 816 - Limpeza,1,2024,Q1,Funcionário 27,CC2986,Média,1057966.39,27934.02,Tuesday,3,571,Muito Alto,0.964,89,1288783.81,14480.72,12901.72,163.99,49438.54,37.0
TXN0817,2023-10-25,Jurídico,Alimentação,Receita,7615.48,Gamma Tecnologia,Rejeitado,Transação 817 - Manutenção,10,2023,Q4,Funcionário 33,CC1731,Média,1103143.88,14752.3075,Wednesday,43,654,Alto,0.355,87,1277333.07,14681.99,13824.88,897.98,49781.72,646.0
TXN0818,2023-09-04,Infraestrutura,Alimentação,Receita,9619.11,Eta Manutenção,Pendente,Transação 818 - Alimentação,9,2023,Q3,Funcionário 3,CC1175,Média,1093800.24,17144.31166666666,Monday,36,705,Alto,0.45,96,1303588.45,13579.05,12247.72,114.92,47613.09,551.0
TXN0819,2023-12-03,Jurídico,Limpeza,Receita,13765.34,Theta Sistemas,Aprovado,Transação 819 - Equipamentos,12,2023,Q4,Funcionário 36,CC4969,Baixa,1116909.22,8114.228571428571,Sunday,48,615,Alto,0.675,87,1277333.07,14681.99,13824.88,897.98,49781.72,326.0
TXN0820,2024-10-29,Planejamento,Serviços,Despesa,7114.74,Empresa Alpha Ltda,Aprovado,Transação 820 - Serviços,10,2024,Q4,Funcionário 19,CC3034,Baixa,1207180.56,8095.058,Tuesday,44,284,Alto,0.332,102,1404744.54,13772.01,11714.36,472.66,45425.11,669.0
TXN0821,2024-09-11,Recursos Humanos,Capacitação,Despesa,1256.02,Theta Sistemas,Rejeitado,Transação 821 - Serviços,9,2024,Q3,Funcionário 14,CC1564,Baixa,1110375.82,19176.62777777778,Wednesday,37,332,Médio,0.047,89,1279819.63,14380.0,11595.07,161.24,45740.14,954.0
TXN0822,2025-02-03,Recursos Humanos,Segurança,Transferência,6686.67,Beta Serviços SA,Em Análise,Transação 822 - Capacitação,2,2025,Q1,Funcionário 29,CC1858,Baixa,1117062.49,9178.944,Monday,6,187,Alto,0.311,89,1279819.63,14380.0,11595.07,161.24,45740.14,690.0
TXN0823,2023-08-12,Compras e Licitações,Manutenção,Receita,11608.9,Delta Suprimentos,Pendente,Transação 823 - Equipamentos,8,2023,Q3,Funcionário 2,CC7908,Alta,741122.52,16029.4325,Saturday,32,728,Alto,0.568,76,955762.48,12575.82,12567.06,172.0,46186.52,433.0
TXN0824,2023-08-22,Financeiro,Manutenção,Despesa,41923.69,Gamma Tecnologia,Pendente,Transação 824 - Material de Escritório,8,2023,Q3,Funcionário 27,CC9396,Alta,1397944.29,15888.53666666667,Tuesday,34,718,Muito Alto,0.937,104,1679350.5,16147.6,14099.56,178.83,49816.73,64.0
TXN0825,2024-07-07,Compras e Licitações,Consultoria,Despesa,30292.44,Iota Materiais,Em Análise,Transação 825 - Alimentação,7,2024,Q3,Funcionário 8,CC4807,Alta,771414.96,14065.61571428571,Sunday,27,398,Muito Alto,0.838,76,955762.48,12575.82,12567.06,172.0,46186.52,163.0
TXN0826,2023-11-24,Recursos Humanos,Alimentação,Transferência,19551.55,Zeta Equipamentos,Aprovado,Transação 826 - Alimentação,11,2023,Q4,Funcionário 14,CC8516,Alta,1136614.04,10889.885,Friday,47,624,Muito Alto,0.763,89,1279819.63,14380.0,11595.07,161.24,45740.14,238.0
TXN0827,2023-10-14,Educação,Combustível,Despesa,12244.76,Beta Serviços SA,Pendente,Transação 827 - Alimentação,10,2023,Q4,Funcionário 20,CC9185,Alta,1442175.38,11773.2125,Saturday,41,665,Alto,0.603,115,1603181.3,13940.71,12800.29,373.99,47535.6,398.0
TXN0828,2025-08-06,Educação,Serviços,Receita,11889.77,Beta Serviços SA,Rejeitado,Transação 828 - Alimentação,8,2025,Q3,Funcionário 44,CC3177,Média,1454065.15,17965.6,Wednesday,32,3,Alto,0.583,115,1603181.3,13940.71,12800.29,373.99,47535.6,418.0
TXN0829,2024-02-03,Jurídico,Limpeza,Despesa,11449.57,Zeta Equipamentos,Aprovado,Transação 829 - Consultoria,2,2024,Q1,Funcionário 38,CC8354,Média,1128358.79,14416.92,Saturday,5,553,Alto,0.558,87,1277333.07,14681.99,13824.88,897.98,49781.72,443.0
TXN0830,2025-01-12,Saúde,Consultoria,Transferência,11153.03,Empresa Alpha Ltda,Pendente,Transação 830 - Material de Escritório,1,2025,Q1,Funcionário 40,CC3032,Média,1069119.42,27934.02,Sunday,2,209,Alto,0.548,89,1288783.81,14480.72,12901.72,163.99,49438.54,453.0
TXN0831,2024-04-06,Compras e Licitações,Consultoria,Despesa,6484.62,Empresa Alpha Ltda,Pendente,Transação 831 - Combustível,4,2024,Q2,Funcionário 32,CC5859,Alta,777899.58,6998.611666666667,Saturday,14,490,Alto,0.3,76,955762.48,12575.82,12567.06,172.0,46186.52,701.0
TXN0832,2024-01-10,Recursos Humanos,Manutenção,Transferência,14197.34,Kappa Serviços,Em Análise,Transação 832 - Combustível,1,2024,Q1,Funcionário 9,CC5556,Média,1150811.38,8083.297272727273,Wednesday,2,577,Alto,0.698,89,1279819.63,14380.0,11595.07,161.24,45740.14,303.0
TXN0833,2025-05-28,Comunicação,Capacitação,Despesa,7861.01,Delta Suprimentos,Rejeitado,Transação 833 - Combustível,5,2025,Q2,Funcionário 16,CC4372,Baixa,1458132.98,21250.69777777778,Wednesday,22,73,Alto,0.373,123,1947218.55,15831.05,12704.44,201.77,47767.92,628.0
TXN0834,2023-10-02,Compras e Licitações,Consultoria,Receita,14826.81,Iota Materiais,Rejeitado,Transação 834 - Serviços,10,2023,Q4,Funcionário 29,CC1099,Alta,792726.39,10030.68666666667,Monday,40,677,Alto,0.73,76,955762.48,12575.82,12567.06,172.0,46186.52,271.0
TXN0835,2024-12-23,Recursos Humanos,Serviços,Despesa,14309.55,Gamma Tecnologia,Aprovado,Transação 835 - Serviços,12,2024,Q4,Funcionário 38,CC9992,Alta,1165120.93,24668.583,Monday,52,229,Alto,0.705,89,1279819.63,14380.0,11595.07,161.24,45740.14,296.0
TXN0836,2024-04-05,Infraestrutura,Capacitação,Despesa,1264.65,Delta Suprimentos,Pendente,Transação 836 - Alimentação,4,2024,Q2,Funcionário 12,CC5079,Média,1095064.89,5255.57125,Friday,14,491,Médio,0.048,96,1303588.45,13579.05,12247.72,114.92,47613.09,953.0
TXN0837,2024-05-26,Compras e Licitações,Capacitação,Receita,6779.24,Beta Serviços SA,Rejeitado,Transação 837 - Alimentação,5,2024,Q2,Funcionário 25,CC3748,Média,799505.63,13058.888,Sunday,21,440,Alto,0.315,76,955762.48,12575.82,12567.06,172.0,46186.52,686.0
TXN0838,2024-11-01,Comunicação,Serviços,Receita,27738.16,Empresa Alpha Ltda,Em Análise,Transação 838 - Alimentação,11,2024,Q4,Funcionário 6,CC5918,Baixa,1485871.14,16525.94285714286,Friday,44,281,Muito Alto,0.826,123,1947218.55,15831.05,12704.44,201.77,47767.92,175.0
TXN0839,2025-02-08,Tecnologia da Informação,Capacitação,Receita,8337.5,Theta Sistemas,Rejeitado,Transação 839 - Limpeza,2,2025,Q1,Funcionário 19,CC7146,Baixa,1472420.16,8260.68090909091,Saturday,6,182,Alto,0.396,119,1688055.08,14185.34,13089.13,104.28,47957.4,605.0
TXN0840,2025-04-19,Tecnologia da Informação,Limpeza,Despesa,8237.28,Gamma Tecnologia,Pendente,Transação 840 - Material de Escritório,4,2025,Q2,Funcionário 1,CC9203,Baixa,1480657.44,13781.72285714286,Saturday,16,112,Alto,0.392,119,1688055.08,14185.34,13089.13,104.28,47957.4,609.0
TXN0841,2024-08-25,Comunicação,Alimentação,Transferência,23204.99,Zeta Equipamentos,Em Análise,Transação 841 - Limpeza,8,2024,Q3,Funcionário 20,CC2167,Média,1509076.13,17989.393,Sunday,34,349,Muito Alto,0.791,123,1947218.55,15831.05,12704.44,201.77,47767.92,210.0
TXN0842,2023-09-16,Educação,Serviços,Despesa,5833.91,Eta Manutenção,Rejeitado,Transação 842 - Combustível,9,2023,Q3,Funcionário 33,CC9005,Baixa,1459899.06,9742.904285714287,Saturday,37,693,Alto,0.276,115,1603181.3,13940.71,12800.29,373.99,47535.6,725.0
TXN0843,2025-07-13,Comunicação,Alimentação,Transferência,36340.49,Delta Suprimentos,Pendente,Transação 843 - Limpeza,7,2025,Q3,Funcionário 3,CC6921,Baixa,1545416.62,20035.34416666667,Sunday,28,27,Muito Alto,0.902,123,1947218.55,15831.05,12704.44,201.77,47767.92,99.0
TXN0844,2025-07-31,Tecnologia da Informação,Capacitação,Transferência,521.02,Theta Sistemas,Pendente,Transação 844 - Capacitação,7,2025,Q3,Funcionário 16,CC3644,Alta,1481178.46,9384.965,Thursday,31,9,Baixo,0.02,119,1688055.08,14185.34,13089.13,104.28,47957.4,981.0
TXN0845,2023-12-05,Comunicação,Alimentação,Transferência,9701.52,Kappa Serviços,Aprovado,Transação 845 - Segurança,12,2023,Q4,Funcionário 13,CC7929,Alta,1555118.14,16309.76,Tuesday,49,613,Alto,0.452,123,1947218.55,15831.05,12704.44,201.77,47767.92,549.0
TXN0846,2024-10-18,Saúde,Segurança,Transferência,36132.66,Eta Manutenção,Rejeitado,Transação 846 - Alimentação,10,2024,Q4,Funcionário 49,CC2456,Alta,1105252.08,22982.384,Friday,42,295,Muito Alto,0.896,89,1288783.81,14480.72,12901.72,163.99,49438.54,105.0
TXN0847,2025-05-20,Jurídico,Serviços,Receita,11672.7,Delta Suprimentos,Em Análise,Transação 847 - Capacitação,5,2025,Q2,Funcionário 1,CC3759,Média,1140031.49,16725.45,Tuesday,21,81,Alto,0.571,87,1277333.07,14681.99,13824.88,897.98,49781.72,430.0
TXN0848,2023-08-09,Comunicação,Segurança,Receita,1140.64,Epsilon Consultoria,Em Análise,Transação 848 - Serviços,8,2023,Q3,Funcionário 12,CC7138,Alta,1556258.78,17989.393,Wednesday,32,731,Médio,0.043,123,1947218.55,15831.05,12704.44,201.77,47767.92,958.0
TXN0849,2025-07-28,Tecnologia da Informação,Segurança,Despesa,3050.51,Theta Sistemas,Pendente,Transação 849 - Serviços,7,2025,Q3,Funcionário 13,CC1966,Baixa,1484228.97,9384.965,Monday,31,12,Médio,0.134,119,1688055.08,14185.34,13089.13,104.28,47957.4,867.0
TXN0850,2024-02-11,Comunicação,Limpeza,Transferência,3964.34,Kappa Serviços,Aprovado,Transação 850 - Serviços,2,2024,Q1,Funcionário 6,CC5802,Alta,1560223.12,12107.39285714286,Sunday,6,545,Médio,0.176,123,1947218.55,15831.05,12704.44,201.77,47767.92,825.0
TXN0851,2024-08-28,Jurídico,Material de Escritório,Transferência,4223.76,Delta Suprimentos,Em Análise,Transação 851 - Limpeza,8,2024,Q3,Funcionário 44,CC2651,Alta,1144255.25,16217.377,Wednesday,35,346,Médio,0.188,87,1277333.07,14681.99,13824.88,897.98,49781.72,813.0
TXN0852,2023-10-09,Recursos Humanos,Consultoria,Despesa,38830.94,Beta Serviços SA,Pendente,Transação 852 - Segurança,10,2023,Q4,Funcionário 1,CC7154,Baixa,1203951.87,16105.334,Monday,41,670,Muito Alto,0.915,89,1279819.63,14380.0,11595.07,161.24,45740.14,86.0
TXN0853,2025-01-21,Infraestrutura,Combustível,Transferência,46945.78,Eta Manutenção,Rejeitado,Transação 853 - Combustível,1,2025,Q1,Funcionário 44,CC6620,Média,1142010.67,18858.18,Tuesday,4,200,Muito Alto,0.982,96,1303588.45,13579.05,12247.72,114.92,47613.09,19.0
TXN0854,2024-04-09,Comunicação,Consultoria,Despesa,34928.52,Zeta Equipamentos,Rejeitado,Transação 854 - Equipamentos,4,2024,Q2,Funcionário 1,CC8486,Baixa,1595151.64,14636.86083333333,Tuesday,15,487,Muito Alto,0.879,123,1947218.55,15831.05,12704.44,201.77,47767.92,122.0
TXN0855,2024-09-22,Tecnologia da Informação,Material de Escritório,Transferência,12547.78,Beta Serviços SA,Rejeitado,Transação 855 - Manutenção,9,2024,Q3,Funcionário 24,CC8404,Baixa,1496776.75,20241.807,Sunday,38,321,Alto,0.619,119,1688055.08,14185.34,13089.13,104.28,47957.4,382.0
TXN0856,2025-07-10,Saúde,Alimentação,Transferência,13060.81,Delta Suprimentos,Aprovado,Transação 856 - Combustível,7,2025,Q3,Funcionário 2,CC6901,Alta,1118312.89,19037.177,Thursday,28,30,Alto,0.644,89,1288783.81,14480.72,12901.72,163.99,49438.54,357.0
TXN0857,2024-07-06,Educação,Limpeza,Receita,6720.16,Kappa Serviços,Aprovado,Transação 857 - Combustível,7,2024,Q3,Funcionário 28,CC8800,Baixa,1466619.22,18154.49777777778,Saturday,27,399,Alto,0.313,115,1603181.3,13940.71,12800.29,373.99,47535.6,688.0
TXN0858,2025-07-24,Planejamento,Consultoria,Despesa,11040.74,Gamma Tecnologia,Aprovado,Transação 858 - Serviços,7,2025,Q3,Funcionário 32,CC2426,Média,1218221.3,21804.95222222222,Thursday,30,16,Alto,0.536,102,1404744.54,13772.01,11714.36,472.66,45425.11,465.0
TXN0859,2025-06-27,Infraestrutura,Serviços,Receita,14809.57,Beta Serviços SA,Em Análise,Transação 859 - Segurança,6,2025,Q2,Funcionário 16,CC4987,Alta,1156820.24,14255.63833333333,Friday,26,43,Alto,0.728,96,1303588.45,13579.05,12247.72,114.92,47613.09,273.0
TXN0860,2024-01-29,Financeiro,Alimentação,Transferência,10528.64,Empresa Alpha Ltda,Pendente,Transação 860 - Combustível,1,2024,Q1,Funcionário 25,CC5593,Alta,1408472.93,12835.38111111111,Monday,5,558,Alto,0.513,104,1679350.5,16147.6,14099.56,178.83,49816.73,488.0
TXN0861,2024-04-27,Financeiro,Serviços,Transferência,7196.9,Theta Sistemas,Aprovado,Transação 861 - Combustível,4,2024,Q2,Funcionário 15,CC2059,Baixa,1415669.83,10657.52916666667,Saturday,17,469,Alto,0.335,104,1679350.5,16147.6,14099.56,178.83,49816.73,666.0
TXN0862,2024-07-24,Comunicação,Segurança,Receita,45957.52,Delta Suprimentos,Pendente,Transação 862 - Capacitação,7,2024,Q3,Funcionário 8,CC5767,Alta,1641109.16,20035.34416666667,Wednesday,30,381,Muito Alto,0.971,123,1947218.55,15831.05,12704.44,201.77,47767.92,30.0
TXN0863,2023-11-30,Educação,Manutenção,Transferência,5169.54,Beta Serviços SA,Rejeitado,Transação 863 - Serviços,11,2023,Q4,Funcionário 21,CC7229,Baixa,1471788.76,17515.365,Thursday,48,618,Alto,0.236,115,1603181.3,13940.71,12800.29,373.99,47535.6,765.0
TXN0864,2023-08-09,Saúde,Manutenção,Receita,7784.82,Eta Manutenção,Rejeitado,Transação 864 - Combustível,8,2023,Q3,Funcionário 44,CC3069,Baixa,1126097.71,9161.131428571429,Wednesday,32,731,Alto,0.365,89,1288783.81,14480.72,12901.72,163.99,49438.54,636.0
TXN0865,2025-06-17,Financeiro,Alimentação,Despesa,8902.56,Iota Materiais,Em Análise,Transação 865 - Combustível,6,2025,Q2,Funcionário 10,CC5863,Alta,1424572.39,14000.02,Tuesday,25,53,Alto,0.421,104,1679350.5,16147.6,14099.56,178.83,49816.73,580.0
TXN0866,2024-12-31,Educação,Capacitação,Despesa,6891.19,Empresa Alpha Ltda,Rejeitado,Transação 866 - Capacitação,12,2024,Q4,Funcionário 33,CC3022,Média,1478679.95,7883.68625,Tuesday,1,221,Alto,0.323,115,1603181.3,13940.71,12800.29,373.99,47535.6,678.0
TXN0867,2025-07-31,Compras e Licitações,Limpeza,Receita,7226.41,Eta Manutenção,Aprovado,Transação 867 - Combustível,7,2025,Q3,Funcionário 10,CC4450,Baixa,806732.04,14065.61571428571,Thursday,31,9,Alto,0.337,76,955762.48,12575.82,12567.06,172.0,46186.52,664.0
TXN0868,2024-03-25,Tecnologia da Informação,Limpeza,Transferência,11062.31,Eta Manutenção,Rejeitado,Transação 868 - Serviços,3,2024,Q1,Funcionário 2,CC9977,Média,1507839.06,12279.62375,Monday,13,502,Alto,0.539,119,1688055.08,14185.34,13089.13,104.28,47957.4,462.0
TXN0869,2024-07-18,Jurídico,Alimentação,Receita,35505.44,Beta Serviços SA,Rejeitado,Transação 869 - Capacitação,7,2024,Q3,Funcionário 45,CC4196,Baixa,1179760.69,15200.004,Thursday,29,387,Muito Alto,0.886,87,1277333.07,14681.99,13824.88,897.98,49781.72,115.0
TXN0870,2025-02-19,Jurídico,Consultoria,Despesa,9379.38,Epsilon Consultoria,Em Análise,Transação 870 - Serviços,2,2025,Q1,Funcionário 37,CC3253,Média,1189140.07,14416.92,Wednesday,8,171,Alto,0.442,87,1277333.07,14681.99,13824.88,897.98,49781.72,559.0
TXN0871,2025-07-20,Tecnologia da Informação,Manutenção,Despesa,18098.67,Delta Suprimentos,Aprovado,Transação 871 - Combustível,7,2025,Q3,Funcionário 47,CC2670,Baixa,1525937.73,9384.965,Sunday,29,20,Muito Alto,0.755,119,1688055.08,14185.34,13089.13,104.28,47957.4,246.0
